slice,bucket,feature,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
volatility_regime,low,rv_5,2572.0,0.416796267496112,0.5728314238952537,0.6008676789587852,0.5868495514270194,0.5330482115085536,0.5848880597014925,0.07076205287713838,0.4159532513510224,0.1701202061705304,0.5699626865671642,0.4300373134328358,0.575,0.345,1072.0,611.0,461.0,0.5559339686318342,0.2574103467610451,0.7124893799274273
volatility_regime,mid,rv_5,2572.0,0.5011664074650077,0.5803782505910166,0.6275395033860045,0.6039588769885105,0.562597200622084,0.5965865011636928,0.09681181959564544,0.44964129473912995,0.21530900459623736,0.656322730799069,0.34367726920093095,0.575,0.345,1289.0,846.0,443.0,0.5827494657460315,0.25196428492991535,0.7022823190135058
volatility_regime,high,rv_5,2572.0,0.5342146189735615,0.5460526315789473,0.6103896103896104,0.5782211209842789,0.5322706065318819,0.5676855895196506,0.0723172628304821,0.48057119979409885,0.15048189084461677,0.6637554585152838,0.33624454148471616,0.575,0.345,1374.0,912.0,462.0,0.5502707605787112,0.2632148250507679,0.7276550146207067
volume_regime,low,volume,2572.0,0.42807153965785383,0.5404312668463612,0.6072423398328691,0.5738368033396152,0.5299377916018663,0.5622161671207992,0.053265940902021754,0.43290044973170916,0.12304431869967661,0.6739327883742052,0.3260672116257947,0.575,0.345,1101.0,742.0,359.0,0.5451643083458371,0.25731875212174765,0.7112745769456408
volume_regime,mid,volume,2572.0,0.48250388802488337,0.5773067331670823,0.6309794988610479,0.6041431160140651,0.5590979782270606,0.5962933118452861,0.0929237947122862,0.44135025394384736,0.21054433271971976,0.6462530217566479,0.35374697824335216,0.575,0.345,1241.0,802.0,439.0,0.5781768940290082,0.2538835457631285,0.7070823688509865
volume_regime,high,volume,2572.0,0.5416018662519441,0.5757575757575758,0.602112676056338,0.5889351259069568,0.5388802488335925,0.5865039483129936,0.09370139968895805,0.4732338040350594,0.19800233814661347,0.5922469490308686,0.4077530509691314,0.575,0.345,1393.0,825.0,568.0,0.5634758896690057,0.26138715885685215,0.7240697677650128
session,asia,timestamp_hour,2529.0,0.48912613681296957,0.5378486055776892,0.6198347107438017,0.5788416581607454,0.5326215895610913,0.5699272433306386,0.0684064847765915,0.45865000383537446,0.1491474636532326,0.608730800323363,0.39126919967663704,0.575,0.345,1237.0,753.0,484.0,0.5501189152130153,0.26189904035125877,0.7252424832825637
session,europe,timestamp_hour,2529.0,0.46144721233689207,0.5606469002695418,0.6329411764705882,0.596794038370065,0.5401344404903123,0.586975149957155,0.08026888098062471,0.43656519063953514,0.18386459273822733,0.6358183376178235,0.36418166238217653,0.575,0.345,1167.0,742.0,425.0,0.562421775655082,0.25640210643095257,0.7104161984174727
session,us,timestamp_hour,2658.0,0.500752445447705,0.5926773455377574,0.5864332603938731,0.5895553029658153,0.5545522949586155,0.5905334335086401,0.09066967644845744,0.4528149561350904,0.20023560445606733,0.6566491359879789,0.34335086401202103,0.575,0.345,1331.0,874.0,457.0,0.5741374612918921,0.25444562924285646,0.707125922220145
